nohup: ignoring input
1
      From worker 2:	Running on 1 Julia thread(s) [BLAS threads: 1]
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3850/5000 took 57.76s | ETA 18:48:38 | ∑L 0.025687288 | Lₜᵣ 0.025302429 | Lᵣ 0.00038486015 | Dₛₜₛₚ (GMM) 1.277 | Dₕ 0.34 | PE(20) 1.1356997 | α 0.888 | cond(B) 13.299 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3855/5000 took 58.56s | ETA 18:45:35 | ∑L 0.02752496 | Lₜᵣ 0.027140163 | Lᵣ 0.00038479592 | Dₛₜₛₚ (GMM) 1.306 | Dₕ 0.349 | PE(20) 1.1379488 | α 0.888 | cond(B) 13.257 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3860/5000 took 60.37s | ETA 18:47:00 | ∑L 0.026881164 | Lₜᵣ 0.02649647 | Lᵣ 0.0003846944 | Dₛₜₛₚ (GMM) 1.168 | Dₕ 0.345 | PE(20) 1.1465641 | α 0.888 | cond(B) 13.184 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3865/5000 took 58.77s | ETA 18:35:52 | ∑L 0.02792679 | Lₜᵣ 0.027542084 | Lᵣ 0.00038470444 | Dₛₜₛₚ (GMM) 1.194 | Dₕ 0.366 | PE(20) 1.1386412 | α 0.888 | cond(B) 13.16 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3870/5000 took 58.43s | ETA 18:29:32 | ∑L 0.02519308 | Lₜᵣ 0.02480836 | Lᵣ 0.0003847196 | Dₛₜₛₚ (GMM) 1.009 | Dₕ 0.351 | PE(20) 1.1441586 | α 0.888 | cond(B) 13.134 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3875/5000 took 60.11s | ETA 18:30:40 | ∑L 0.025471406 | Lₜᵣ 0.025086451 | Lᵣ 0.00038495482 | Dₛₜₛₚ (GMM) 1.174 | Dₕ 0.368 | PE(20) 1.1426232 | α 0.888 | cond(B) 13.202 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3880/5000 took 57.41s | ETA 18:15:45 | ∑L 0.024394155 | Lₜᵣ 0.024009226 | Lᵣ 0.00038492825 | Dₛₜₛₚ (GMM) 1.183 | Dₕ 0.33 | PE(20) 1.135982 | α 0.888 | cond(B) 13.162 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3885/5000 took 57.25s | ETA 18:09:06 | ∑L 0.0264409 | Lₜᵣ 0.02605581 | Lᵣ 0.00038508984 | Dₛₜₛₚ (GMM) 1.361 | Dₕ 0.344 | PE(20) 1.1404623 | α 0.888 | cond(B) 13.208 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3890/5000 took 59.39s | ETA 18:11:07 | ∑L 0.026163604 | Lₜᵣ 0.025778662 | Lᵣ 0.00038494193 | Dₛₜₛₚ (GMM) 1.4 | Dₕ 0.355 | PE(20) 1.1438932 | α 0.888 | cond(B) 13.123 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3895/5000 took 56.67s | ETA 17:55:15 | ∑L 0.024654137 | Lₜᵣ 0.02426909 | Lᵣ 0.00038504836 | Dₛₜₛₚ (GMM) 1.079 | Dₕ 0.35 | PE(20) 1.1381779 | α 0.888 | cond(B) 13.138 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3900/5000 took 56.88s | ETA 17:49:03 | ∑L 0.028673302 | Lₜᵣ 0.028288122 | Lᵣ 0.00038518079 | Dₛₜₛₚ (GMM) 1.354 | Dₕ 0.363 | PE(20) 1.1394455 | α 0.888 | cond(B) 13.167 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3905/5000 took 58.99s | ETA 17:50:44 | ∑L 0.025323248 | Lₜᵣ 0.024938064 | Lᵣ 0.00038518343 | Dₛₜₛₚ (GMM) 1.053 | Dₕ 0.349 | PE(20) 1.1439143 | α 0.888 | cond(B) 13.146 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3910/5000 took 57.54s | ETA 17:39:13 | ∑L 0.024736675 | Lₜᵣ 0.024351317 | Lᵣ 0.00038535742 | Dₛₜₛₚ (GMM) 1.274 | Dₕ 0.369 | PE(20) 1.1371253 | α 0.888 | cond(B) 13.188 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3915/5000 took 57.93s | ETA 17:34:34 | ∑L 0.025360886 | Lₜᵣ 0.024975175 | Lᵣ 0.00038571065 | Dₛₜₛₚ (GMM) 1.235 | Dₕ 0.342 | PE(20) 1.146671 | α 0.888 | cond(B) 13.304 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3920/5000 took 59.62s | ETA 17:35:36 | ∑L 0.026518717 | Lₜᵣ 0.02613333 | Lᵣ 0.00038538713 | Dₛₜₛₚ (GMM) 1.261 | Dₕ 0.345 | PE(20) 1.1469684 | α 0.888 | cond(B) 13.152 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3925/5000 took 57.9s | ETA 17:24:45 | ∑L 0.025414791 | Lₜᵣ 0.025029367 | Lᵣ 0.00038542403 | Dₛₜₛₚ (GMM) 1.057 | Dₕ 0.352 | PE(20) 1.1445031 | α 0.888 | cond(B) 13.144 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3930/5000 took 59.09s | ETA 17:24:32 | ∑L 0.026186462 | Lₜᵣ 0.025800966 | Lᵣ 0.0003854963 | Dₛₜₛₚ (GMM) 1.14 | Dₕ 0.333 | PE(20) 1.1455148 | α 0.888 | cond(B) 13.151 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3935/5000 took 60.69s | ETA 17:26:03 | ∑L 0.02588867 | Lₜᵣ 0.02550297 | Lᵣ 0.0003856996 | Dₛₜₛₚ (GMM) 1.12 | Dₕ 0.346 | PE(20) 1.1420717 | α 0.888 | cond(B) 13.211 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3940/5000 took 58.83s | ETA 17:15:35 | ∑L 0.025392689 | Lₜᵣ 0.025006909 | Lᵣ 0.00038578053 | Dₛₜₛₚ (GMM) 1.064 | Dₕ 0.353 | PE(20) 1.1389507 | α 0.888 | cond(B) 13.218 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3945/5000 took 58.78s | ETA 17:11:17 | ∑L 0.024873847 | Lₜᵣ 0.024488047 | Lᵣ 0.0003858003 | Dₛₜₛₚ (GMM) 1.173 | Dₕ 0.352 | PE(20) 1.1346036 | α 0.888 | cond(B) 13.203 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3950/5000 took 60.37s | ETA 17:12:39 | ∑L 0.025923962 | Lₜᵣ 0.025537983 | Lᵣ 0.00038597922 | Dₛₜₛₚ (GMM) 1.13 | Dₕ 0.357 | PE(20) 1.1403217 | α 0.888 | cond(B) 13.254 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3955/5000 took 58.22s | ETA 17:00:56 | ∑L 0.026678534 | Lₜᵣ 0.026292708 | Lᵣ 0.0003858269 | Dₛₜₛₚ (GMM) 1.278 | Dₕ 0.35 | PE(20) 1.1385216 | α 0.888 | cond(B) 13.173 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3960/5000 took 58.17s | ETA 16:55:56 | ∑L 0.026435848 | Lₜᵣ 0.026049968 | Lᵣ 0.00038587977 | Dₛₜₛₚ (GMM) 1.067 | Dₕ 0.365 | PE(20) 1.1339391 | α 0.888 | cond(B) 13.169 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3965/5000 took 59.04s | ETA 16:53:38 | ∑L 0.026394006 | Lₜᵣ 0.02600797 | Lᵣ 0.00038603536 | Dₛₜₛₚ (GMM) 1.056 | Dₕ 0.335 | PE(20) 1.1379014 | α 0.888 | cond(B) 13.212 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3970/5000 took 57.84s | ETA 16:44:04 | ∑L 0.026351668 | Lₜᵣ 0.025965609 | Lᵣ 0.00038606004 | Dₛₜₛₚ (GMM) 1.204 | Dₕ 0.35 | PE(20) 1.1462104 | α 0.888 | cond(B) 13.194 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3975/5000 took 58.49s | ETA 16:40:42 | ∑L 0.026845308 | Lₜᵣ 0.026459016 | Lᵣ 0.00038629214 | Dₛₜₛₚ (GMM) 1.193 | Dₕ 0.353 | PE(20) 1.13521 | α 0.888 | cond(B) 13.27 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3980/5000 took 60.21s | ETA 16:41:14 | ∑L 0.027273789 | Lₜᵣ 0.026887614 | Lᵣ 0.00038617398 | Dₛₜₛₚ (GMM) 1.239 | Dₕ 0.376 | PE(20) 1.1445107 | α 0.888 | cond(B) 13.194 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3985/5000 took 57.54s | ETA 16:26:57 | ∑L 0.027154151 | Lₜᵣ 0.02676798 | Lᵣ 0.00038617064 | Dₛₜₛₚ (GMM) 1.06 | Dₕ 0.35 | PE(20) 1.1385884 | α 0.888 | cond(B) 13.173 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3990/5000 took 58.22s | ETA 16:24:22 | ∑L 0.025866538 | Lₜᵣ 0.025480203 | Lᵣ 0.0003863358 | Dₛₜₛₚ (GMM) 1.135 | Dₕ 0.35 | PE(20) 1.1462688 | α 0.888 | cond(B) 13.218 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 3995/5000 took 60.29s | ETA 16:26:41 | ∑L 0.025577338 | Lₜᵣ 0.02519083 | Lᵣ 0.0003865085 | Dₛₜₛₚ (GMM) 1.171 | Dₕ 0.351 | PE(20) 1.1327785 | α 0.888 | cond(B) 13.267 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4000/5000 took 57.44s | ETA 16:12:25 | ∑L 0.024870832 | Lₜᵣ 0.02448433 | Lᵣ 0.00038650061 | Dₛₜₛₚ (GMM) 1.211 | Dₕ 0.352 | PE(20) 1.1487917 | α 0.889 | cond(B) 13.24 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4005/5000 took 57.6s | ETA 16:08:01 | ∑L 0.026574094 | Lₜᵣ 0.026187658 | Lᵣ 0.00038643568 | Dₛₜₛₚ (GMM) 1.305 | Dₕ 0.347 | PE(20) 1.1405556 | α 0.889 | cond(B) 13.19 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4010/5000 took 60.39s | ETA 16:12:25 | ∑L 0.026360646 | Lₜᵣ 0.025974108 | Lᵣ 0.00038653755 | Dₛₜₛₚ (GMM) 1.098 | Dₕ 0.358 | PE(20) 1.1351582 | α 0.889 | cond(B) 13.213 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4015/5000 took 57.41s | ETA 15:57:36 | ∑L 0.025855448 | Lₜᵣ 0.02546867 | Lᵣ 0.00038677882 | Dₛₜₛₚ (GMM) 1.463 | Dₕ 0.339 | PE(20) 1.1225888 | α 0.889 | cond(B) 13.291 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4020/5000 took 58.14s | ETA 15:54:52 | ∑L 0.02512163 | Lₜᵣ 0.024734944 | Lᵣ 0.000386685 | Dₛₜₛₚ (GMM) 1.064 | Dₕ 0.358 | PE(20) 1.1285217 | α 0.889 | cond(B) 13.23 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4025/5000 took 60.04s | ETA 15:56:31 | ∑L 0.025609894 | Lₜᵣ 0.025223149 | Lᵣ 0.000386745 | Dₛₜₛₚ (GMM) 1.078 | Dₕ 0.341 | PE(20) 1.1321328 | α 0.889 | cond(B) 13.229 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4030/5000 took 57.47s | ETA 15:43:26 | ∑L 0.026033072 | Lₜᵣ 0.025646172 | Lᵣ 0.0003868993 | Dₛₜₛₚ (GMM) 1.2 | Dₕ 0.351 | PE(20) 1.138766 | α 0.889 | cond(B) 13.272 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4035/5000 took 57.03s | ETA 15:36:39 | ∑L 0.027145924 | Lₜᵣ 0.026759256 | Lᵣ 0.00038666828 | Dₛₜₛₚ (GMM) 1.391 | Dₕ 0.391 | PE(20) 1.1398895 | α 0.889 | cond(B) 13.156 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4040/5000 took 59.21s | ETA 15:38:06 | ∑L 0.02676646 | Lₜᵣ 0.026379608 | Lᵣ 0.00038685324 | Dₛₜₛₚ (GMM) 1.337 | Dₕ 0.352 | PE(20) 1.133879 | α 0.889 | cond(B) 13.217 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4045/5000 took 57.82s | ETA 15:28:23 | ∑L 0.025280189 | Lₜᵣ 0.024893204 | Lᵣ 0.0003869856 | Dₛₜₛₚ (GMM) 1.193 | Dₕ 0.357 | PE(20) 1.1392995 | α 0.889 | cond(B) 13.248 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4050/5000 took 59.05s | ETA 15:26:46 | ∑L 0.027340252 | Lₜᵣ 0.026953138 | Lᵣ 0.00038711363 | Dₛₜₛₚ (GMM) 1.382 | Dₕ 0.377 | PE(20) 1.1285666 | α 0.889 | cond(B) 13.278 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4055/5000 took 59.93s | ETA 15:24:28 | ∑L 0.024896236 | Lₜᵣ 0.024509022 | Lᵣ 0.00038721494 | Dₛₜₛₚ (GMM) 1.184 | Dₕ 0.355 | PE(20) 1.1220337 | α 0.889 | cond(B) 13.303 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4060/5000 took 57.95s | ETA 15:13:36 | ∑L 0.02408214 | Lₜᵣ 0.023694912 | Lᵣ 0.0003872278 | Dₛₜₛₚ (GMM) 1.196 | Dₕ 0.362 | PE(20) 1.1488047 | α 0.889 | cond(B) 13.286 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4065/5000 took 58.27s | ETA 15:09:29 | ∑L 0.028303443 | Lₜᵣ 0.027916335 | Lᵣ 0.0003871078 | Dₛₜₛₚ (GMM) 1.316 | Dₕ 0.369 | PE(20) 1.1441222 | α 0.889 | cond(B) 13.212 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4070/5000 took 60.47s | ETA 15:11:37 | ∑L 0.025875673 | Lₜᵣ 0.025488462 | Lᵣ 0.00038721116 | Dₛₜₛₚ (GMM) 1.131 | Dₕ 0.352 | PE(20) 1.1369184 | α 0.889 | cond(B) 13.236 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4075/5000 took 57.09s | ETA 14:56:31 | ∑L 0.023245629 | Lₜᵣ 0.02285817 | Lᵣ 0.0003874582 | Dₛₜₛₚ (GMM) 1.076 | Dₕ 0.346 | PE(20) 1.1323028 | α 0.889 | cond(B) 13.318 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4080/5000 took 56.96s | ETA 14:50:34 | ∑L 0.025555985 | Lₜᵣ 0.025168555 | Lᵣ 0.00038743048 | Dₛₜₛₚ (GMM) 1.321 | Dₕ 0.349 | PE(20) 1.1399177 | α 0.889 | cond(B) 13.284 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4085/5000 took 58.4s | ETA 14:49:10 | ∑L 0.0253579 | Lₜᵣ 0.02497055 | Lᵣ 0.0003873492 | Dₛₜₛₚ (GMM) 1.397 | Dₕ 0.369 | PE(20) 1.1351498 | α 0.889 | cond(B) 13.228 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4090/5000 took 56.05s | ETA 14:35:47 | ∑L 0.026618404 | Lₜᵣ 0.026231008 | Lᵣ 0.00038739695 | Dₛₜₛₚ (GMM) 1.188 | Dₕ 0.346 | PE(20) 1.1411272 | α 0.889 | cond(B) 13.225 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4095/5000 took 57.08s | ETA 14:32:20 | ∑L 0.025223544 | Lₜᵣ 0.024836082 | Lᵣ 0.00038746238 | Dₛₜₛₚ (GMM) 1.284 | Dₕ 0.348 | PE(20) 1.1285281 | α 0.889 | cond(B) 13.235 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4100/5000 took 60.38s | ETA 14:36:48 | ∑L 0.025011923 | Lₜᵣ 0.02462437 | Lᵣ 0.00038755222 | Dₛₜₛₚ (GMM) 1.134 | Dₕ 0.346 | PE(20) 1.133851 | α 0.889 | cond(B) 13.251 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4105/5000 took 57.49s | ETA 14:23:22 | ∑L 0.027711695 | Lₜᵣ 0.02732396 | Lᵣ 0.00038773657 | Dₛₜₛₚ (GMM) 0.864 | Dₕ 0.361 | PE(20) 1.1401464 | α 0.889 | cond(B) 13.309 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4110/5000 took 57.59s | ETA 14:18:53 | ∑L 0.023634098 | Lₜᵣ 0.023246214 | Lᵣ 0.0003878842 | Dₛₜₛₚ (GMM) 1.232 | Dₕ 0.348 | PE(20) 1.1371142 | α 0.889 | cond(B) 13.349 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4115/5000 took 60.25s | ETA 14:22:34 | ∑L 0.02646905 | Lₜᵣ 0.026081257 | Lᵣ 0.0003877941 | Dₛₜₛₚ (GMM) 1.062 | Dₕ 0.373 | PE(20) 1.142584 | α 0.889 | cond(B) 13.285 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4120/5000 took 58.29s | ETA 14:12:44 | ∑L 0.026297038 | Lₜᵣ 0.025909306 | Lᵣ 0.00038773133 | Dₛₜₛₚ (GMM) 1.433 | Dₕ 0.348 | PE(20) 1.140836 | α 0.889 | cond(B) 13.234 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4125/5000 took 58.96s | ETA 14:10:23 | ∑L 0.025860827 | Lₜᵣ 0.025472967 | Lᵣ 0.00038786014 | Dₛₜₛₚ (GMM) 1.471 | Dₕ 0.37 | PE(20) 1.1375698 | α 0.889 | cond(B) 13.269 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4130/5000 took 60.97s | ETA 14:12:50 | ∑L 0.026193185 | Lₜᵣ 0.025805252 | Lᵣ 0.00038793273 | Dₛₜₛₚ (GMM) 1.182 | Dₕ 0.361 | PE(20) 1.1366916 | α 0.889 | cond(B) 13.275 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4135/5000 took 58.71s | ETA 14:03:01 | ∑L 0.02589113 | Lₜᵣ 0.025502969 | Lᵣ 0.0003881622 | Dₛₜₛₚ (GMM) 1.264 | Dₕ 0.354 | PE(20) 1.1381859 | α 0.889 | cond(B) 13.345 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4140/5000 took 60.01s | ETA 14:02:52 | ∑L 0.026656572 | Lₜᵣ 0.0262685 | Lᵣ 0.00038807033 | Dₛₜₛₚ (GMM) 1.233 | Dₕ 0.349 | PE(20) 1.1410214 | α 0.889 | cond(B) 13.285 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4145/5000 took 59.61s | ETA 13:58:38 | ∑L 0.028249249 | Lₜᵣ 0.027861204 | Lᵣ 0.00038804422 | Dₛₜₛₚ (GMM) 1.098 | Dₕ 0.359 | PE(20) 1.1414691 | α 0.889 | cond(B) 13.252 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4150/5000 took 59.67s | ETA 13:55:02 | ∑L 0.026818441 | Lₜᵣ 0.02643035 | Lᵣ 0.00038809178 | Dₛₜₛₚ (GMM) 1.053 | Dₕ 0.343 | PE(20) 1.1391551 | α 0.889 | cond(B) 13.256 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4155/5000 took 62.25s | ETA 13:58:36 | ∑L 0.025677823 | Lₜᵣ 0.02528955 | Lᵣ 0.00038827257 | Dₛₜₛₚ (GMM) 1.196 | Dₕ 0.332 | PE(20) 1.1392673 | α 0.889 | cond(B) 13.311 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4160/5000 took 59.6s | ETA 13:47:53 | ∑L 0.025483454 | Lₜᵣ 0.02509521 | Lᵣ 0.00038824382 | Dₛₜₛₚ (GMM) 0.932 | Dₕ 0.353 | PE(20) 1.1382735 | α 0.889 | cond(B) 13.276 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4165/5000 took 60.24s | ETA 13:45:47 | ∑L 0.027397238 | Lₜᵣ 0.027008835 | Lᵣ 0.00038840185 | Dₛₜₛₚ (GMM) 1.144 | Dₕ 0.353 | PE(20) 1.1301785 | α 0.889 | cond(B) 13.323 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 4170/5000 took 60.95s | ETA 13:44:07 | ∑L 0.02419298 | Lₜᵣ 0.023804491 | Lᵣ 0.00038848782 | Dₛₜₛₚ (GMM) 1.255 | Dₕ 0.344 | PE(20) 1.1319356 | α 0.889 | cond(B) 13.335 
