nohup: ignoring input
1
      From worker 2:	Running on 1 Julia thread(s) [BLAS threads: 1]
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 975/5000 took 60.0s | ETA 18:49:42 | ∑L 0.026278106 | Lₜᵣ 0.026039146 | Lᵣ 0.00023896109 | Dₛₜₛₚ (GMM) 1.928 | Dₕ 0.39 | PE(20) 1.1993273 | α 0.821 | cond(B) 9.525 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 980/5000 took 60.06s | ETA 18:46:35 | ∑L 0.02692263 | Lₜᵣ 0.026683006 | Lᵣ 0.00023962461 | Dₛₜₛₚ (GMM) 1.827 | Dₕ 0.396 | PE(20) 1.1996752 | α 0.821 | cond(B) 9.667 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 985/5000 took 59.07s | ETA 18:29:31 | ∑L 0.024348292 | Lₜᵣ 0.024108209 | Lᵣ 0.00024008431 | Dₛₜₛₚ (GMM) 1.577 | Dₕ 0.382 | PE(20) 1.1853209 | α 0.821 | cond(B) 9.746 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 990/5000 took 60.01s | ETA 18:38:26 | ∑L 0.027368274 | Lₜᵣ 0.027127732 | Lᵣ 0.00024054121 | Dₛₜₛₚ (GMM) 1.281 | Dₕ 0.384 | PE(20) 1.1932107 | α 0.821 | cond(B) 9.783 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 995/5000 took 60.28s | ETA 18:36:42 | ∑L 0.025659828 | Lₜᵣ 0.025418488 | Lᵣ 0.00024133839 | Dₛₜₛₚ (GMM) 1.475 | Dₕ 0.373 | PE(20) 1.1521363 | α 0.822 | cond(B) 10.007 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1000/5000 took 60.2s | ETA 18:32:08 | ∑L 0.02654785 | Lₜᵣ 0.026306666 | Lᵣ 0.00024118189 | Dₛₜₛₚ (GMM) 1.77 | Dₕ 0.387 | PE(20) 1.1777911 | α 0.823 | cond(B) 9.683 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1005/5000 took 60.25s | ETA 18:28:05 | ∑L 0.026871499 | Lₜᵣ 0.026630495 | Lᵣ 0.00024100395 | Dₛₜₛₚ (GMM) 1.635 | Dₕ 0.388 | PE(20) 1.1969546 | α 0.823 | cond(B) 9.394 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1010/5000 took 59.95s | ETA 18:20:05 | ∑L 0.025787795 | Lₜᵣ 0.025546113 | Lᵣ 0.0002416826 | Dₛₜₛₚ (GMM) 1.723 | Dₕ 0.364 | PE(20) 1.2107354 | α 0.823 | cond(B) 9.574 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1015/5000 took 60.12s | ETA 18:18:36 | ∑L 0.026317082 | Lₜᵣ 0.026074806 | Lᵣ 0.00024227703 | Dₛₜₛₚ (GMM) 1.874 | Dₕ 0.389 | PE(20) 1.2004845 | α 0.823 | cond(B) 9.702 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1020/5000 took 60.26s | ETA 18:15:23 | ∑L 0.027333343 | Lₜᵣ 0.027090352 | Lᵣ 0.00024299136 | Dₛₜₛₚ (GMM) 1.83 | Dₕ 0.408 | PE(20) 1.1955801 | α 0.824 | cond(B) 9.886 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1025/5000 took 59.62s | ETA 18:02:25 | ∑L 0.027154323 | Lₜᵣ 0.026910935 | Lᵣ 0.00024338755 | Dₛₜₛₚ (GMM) 1.723 | Dₕ 0.408 | PE(20) 1.2016696 | α 0.824 | cond(B) 9.927 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1030/5000 took 59.97s | ETA 18:02:09 | ∑L 0.026678534 | Lₜᵣ 0.02643488 | Lᵣ 0.00024365373 | Dₛₜₛₚ (GMM) 1.471 | Dₕ 0.382 | PE(20) 1.2015431 | α 0.824 | cond(B) 9.861 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1035/5000 took 59.92s | ETA 17:56:29 | ∑L 0.026088811 | Lₜᵣ 0.025844775 | Lᵣ 0.00024403655 | Dₛₜₛₚ (GMM) 1.473 | Dₕ 0.407 | PE(20) 1.1995683 | α 0.825 | cond(B) 9.878 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1040/5000 took 59.89s | ETA 17:51:28 | ∑L 0.02522181 | Lₜᵣ 0.024977446 | Lᵣ 0.0002443649 | Dₛₜₛₚ (GMM) 1.733 | Dₕ 0.395 | PE(20) 1.1940684 | α 0.825 | cond(B) 9.873 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1045/5000 took 59.81s | ETA 17:45:23 | ∑L 0.02803095 | Lₜᵣ 0.027786277 | Lᵣ 0.0002446724 | Dₛₜₛₚ (GMM) 1.44 | Dₕ 0.384 | PE(20) 1.1959972 | α 0.825 | cond(B) 9.865 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1050/5000 took 58.82s | ETA 17:27:41 | ∑L 0.026098667 | Lₜᵣ 0.025853582 | Lᵣ 0.00024508414 | Dₛₜₛₚ (GMM) 1.399 | Dₕ 0.383 | PE(20) 1.2080144 | α 0.826 | cond(B) 9.882 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1055/5000 took 60.04s | ETA 17:39:05 | ∑L 0.026258651 | Lₜᵣ 0.02601318 | Lᵣ 0.00024547044 | Dₛₜₛₚ (GMM) 1.482 | Dₕ 0.381 | PE(20) 1.1859066 | α 0.826 | cond(B) 9.897 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1060/5000 took 60.23s | ETA 17:36:19 | ∑L 0.024090208 | Lₜᵣ 0.023844544 | Lᵣ 0.00024566517 | Dₛₜₛₚ (GMM) 1.784 | Dₕ 0.379 | PE(20) 1.1967098 | α 0.826 | cond(B) 9.822 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1065/5000 took 59.9s | ETA 17:27:28 | ∑L 0.025353696 | Lₜᵣ 0.025107559 | Lᵣ 0.00024613677 | Dₛₜₛₚ (GMM) 1.378 | Dₕ 0.394 | PE(20) 1.2021036 | α 0.827 | cond(B) 9.849 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1070/5000 took 60.23s | ETA 17:26:43 | ∑L 0.025647905 | Lₜᵣ 0.025401484 | Lᵣ 0.000246421 | Dₛₜₛₚ (GMM) 1.448 | Dₕ 0.383 | PE(20) 1.1969062 | α 0.827 | cond(B) 9.809 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1075/5000 took 60.31s | ETA 17:23:17 | ∑L 0.026952691 | Lₜᵣ 0.026706088 | Lᵣ 0.0002466022 | Dₛₜₛₚ (GMM) 1.374 | Dₕ 0.373 | PE(20) 1.2009367 | α 0.827 | cond(B) 9.722 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1080/5000 took 59.82s | ETA 17:12:44 | ∑L 0.027881663 | Lₜᵣ 0.027634975 | Lᵣ 0.00024668887 | Dₛₜₛₚ (GMM) 1.5 | Dₕ 0.381 | PE(20) 1.1951978 | α 0.828 | cond(B) 9.57 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1085/5000 took 59.03s | ETA 16:57:34 | ∑L 0.025026686 | Lₜᵣ 0.024779674 | Lᵣ 0.00024701317 | Dₛₜₛₚ (GMM) 1.646 | Dₕ 0.396 | PE(20) 1.1925931 | α 0.828 | cond(B) 9.547 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1090/5000 took 58.96s | ETA 16:51:47 | ∑L 0.02791627 | Lₜᵣ 0.027668638 | Lᵣ 0.0002476321 | Dₛₜₛₚ (GMM) 1.671 | Dₕ 0.386 | PE(20) 1.185751 | α 0.828 | cond(B) 9.702 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1095/5000 took 58.95s | ETA 16:46:28 | ∑L 0.027336987 | Lₜᵣ 0.027088728 | Lᵣ 0.000248259 | Dₛₜₛₚ (GMM) 1.456 | Dₕ 0.374 | PE(20) 1.1685424 | α 0.828 | cond(B) 9.865 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1100/5000 took 58.84s | ETA 16:39:52 | ∑L 0.026331596 | Lₜᵣ 0.026082758 | Lᵣ 0.00024883833 | Dₛₜₛₚ (GMM) 1.656 | Dₕ 0.387 | PE(20) 1.1840394 | α 0.829 | cond(B) 9.967 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1105/5000 took 59.19s | ETA 16:39:35 | ∑L 0.026835311 | Lₜᵣ 0.026586017 | Lᵣ 0.00024929392 | Dₛₜₛₚ (GMM) 1.532 | Dₕ 0.396 | PE(20) 1.1892287 | α 0.829 | cond(B) 10.019 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1110/5000 took 59.23s | ETA 16:35:14 | ∑L 0.02709042 | Lₜᵣ 0.026840994 | Lᵣ 0.00024942416 | Dₛₜₛₚ (GMM) 1.7 | Dₕ 0.381 | PE(20) 1.2027111 | α 0.83 | cond(B) 9.897 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1115/5000 took 58.99s | ETA 16:27:40 | ∑L 0.026067887 | Lₜᵣ 0.025818406 | Lᵣ 0.00024947998 | Dₛₜₛₚ (GMM) 1.505 | Dₕ 0.398 | PE(20) 1.2056067 | α 0.83 | cond(B) 9.763 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1120/5000 took 59.03s | ETA 16:23:31 | ∑L 0.026847873 | Lₜᵣ 0.026597833 | Lᵣ 0.00025003945 | Dₛₜₛₚ (GMM) 1.414 | Dₕ 0.386 | PE(20) 1.2088364 | α 0.83 | cond(B) 9.885 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1125/5000 took 59.25s | ETA 16:21:55 | ∑L 0.02606808 | Lₜᵣ 0.02581742 | Lᵣ 0.00025065927 | Dₛₜₛₚ (GMM) 1.645 | Dₕ 0.389 | PE(20) 1.1778097 | α 0.83 | cond(B) 10.055 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1130/5000 took 60.17s | ETA 16:29:01 | ∑L 0.027712993 | Lₜᵣ 0.027461682 | Lᵣ 0.0002513111 | Dₛₜₛₚ (GMM) 2.019 | Dₕ 0.397 | PE(20) 1.1808307 | α 0.831 | cond(B) 10.195 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1135/5000 took 60.14s | ETA 16:23:49 | ∑L 0.026359368 | Lₜᵣ 0.02610784 | Lᵣ 0.00025152837 | Dₛₜₛₚ (GMM) 1.439 | Dₕ 0.371 | PE(20) 1.184511 | α 0.831 | cond(B) 10.093 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1140/5000 took 60.21s | ETA 16:19:56 | ∑L 0.028332574 | Lₜᵣ 0.028081317 | Lᵣ 0.0002512579 | Dₛₜₛₚ (GMM) 2.085 | Dₕ 0.393 | PE(20) 1.2202871 | α 0.831 | cond(B) 9.786 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1145/5000 took 60.3s | ETA 16:16:41 | ∑L 0.028496224 | Lₜᵣ 0.028245058 | Lᵣ 0.00025116594 | Dₛₜₛₚ (GMM) 1.835 | Dₕ 0.376 | PE(20) 1.1932375 | α 0.832 | cond(B) 9.545 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1150/5000 took 60.44s | ETA 16:13:35 | ∑L 0.026143305 | Lₜᵣ 0.025890484 | Lᵣ 0.00025281962 | Dₛₜₛₚ (GMM) 1.738 | Dₕ 0.397 | PE(20) 1.1773467 | α 0.832 | cond(B) 10.306 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1155/5000 took 60.5s | ETA 16:09:33 | ∑L 0.027200527 | Lₜᵣ 0.026947439 | Lᵣ 0.00025308854 | Dₛₜₛₚ (GMM) 1.744 | Dₕ 0.397 | PE(20) 1.16435 | α 0.832 | cond(B) 10.238 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1160/5000 took 59.33s | ETA 15:50:07 | ∑L 0.027488815 | Lₜᵣ 0.027236372 | Lᵣ 0.0002524432 | Dₛₜₛₚ (GMM) 2.304 | Dₕ 0.386 | PE(20) 1.2211472 | α 0.833 | cond(B) 9.711 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1165/5000 took 59.26s | ETA 15:44:18 | ∑L 0.026375592 | Lₜᵣ 0.02612238 | Lᵣ 0.00025321188 | Dₛₜₛₚ (GMM) 1.875 | Dₕ 0.405 | PE(20) 1.2001051 | α 0.833 | cond(B) 9.948 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1170/5000 took 60.23s | ETA 15:51:37 | ∑L 0.027757853 | Lₜᵣ 0.02750362 | Lᵣ 0.00025423235 | Dₛₜₛₚ (GMM) 1.587 | Dₕ 0.385 | PE(20) 1.1723418 | α 0.833 | cond(B) 10.322 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1175/5000 took 60.47s | ETA 15:49:52 | ∑L 0.028034413 | Lₜᵣ 0.02778068 | Lᵣ 0.0002537338 | Dₛₜₛₚ (GMM) 1.656 | Dₕ 0.384 | PE(20) 1.1918979 | α 0.834 | cond(B) 9.871 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1180/5000 took 60.47s | ETA 15:45:16 | ∑L 0.025214916 | Lₜᵣ 0.024961434 | Lᵣ 0.0002534827 | Dₛₜₛₚ (GMM) 1.626 | Dₕ 0.396 | PE(20) 1.1947879 | α 0.834 | cond(B) 9.544 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1185/5000 took 59.44s | ETA 15:27:39 | ∑L 0.02617829 | Lₜᵣ 0.025923677 | Lᵣ 0.00025461253 | Dₛₜₛₚ (GMM) 1.897 | Dₕ 0.391 | PE(20) 1.1948643 | α 0.834 | cond(B) 10.002 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1190/5000 took 60.08s | ETA 15:31:35 | ∑L 0.025275659 | Lₜᵣ 0.02502039 | Lᵣ 0.00025526853 | Dₛₜₛₚ (GMM) 1.408 | Dₕ 0.399 | PE(20) 1.200215 | α 0.834 | cond(B) 10.186 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1195/5000 took 60.48s | ETA 15:32:19 | ∑L 0.025580052 | Lₜᵣ 0.025325216 | Lᵣ 0.00025483512 | Dₛₜₛₚ (GMM) 1.936 | Dₕ 0.416 | PE(20) 1.194925 | α 0.834 | cond(B) 9.777 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1200/5000 took 60.68s | ETA 15:30:30 | ∑L 0.026628084 | Lₜᵣ 0.026372317 | Lᵣ 0.00025576746 | Dₛₜₛₚ (GMM) 1.349 | Dₕ 0.377 | PE(20) 1.1722451 | α 0.834 | cond(B) 10.098 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1205/5000 took 59.48s | ETA 15:11:03 | ∑L 0.026974674 | Lₜᵣ 0.026718812 | Lᵣ 0.00025586286 | Dₛₜₛₚ (GMM) 1.291 | Dₕ 0.378 | PE(20) 1.1795294 | α 0.835 | cond(B) 9.961 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1210/5000 took 60.33s | ETA 15:17:29 | ∑L 0.024136774 | Lₜᵣ 0.02388058 | Lᵣ 0.00025619418 | Dₛₜₛₚ (GMM) 1.689 | Dₕ 0.401 | PE(20) 1.1910084 | α 0.835 | cond(B) 9.997 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1215/5000 took 60.57s | ETA 15:16:08 | ∑L 0.027524853 | Lₜᵣ 0.027268201 | Lᵣ 0.00025665152 | Dₛₜₛₚ (GMM) 1.653 | Dₕ 0.401 | PE(20) 1.186394 | α 0.835 | cond(B) 10.078 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1220/5000 took 59.44s | ETA 14:57:14 | ∑L 0.02636329 | Lₜᵣ 0.026106734 | Lᵣ 0.0002565568 | Dₛₜₛₚ (GMM) 1.665 | Dₕ 0.394 | PE(20) 1.1847823 | α 0.836 | cond(B) 9.837 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1225/5000 took 60.54s | ETA 15:05:55 | ∑L 0.02825384 | Lₜᵣ 0.02799641 | Lᵣ 0.00025743103 | Dₛₜₛₚ (GMM) 1.414 | Dₕ 0.376 | PE(20) 1.1634892 | α 0.836 | cond(B) 10.161 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1230/5000 took 60.55s | ETA 15:01:53 | ∑L 0.025509298 | Lₜᵣ 0.025251944 | Lᵣ 0.00025735385 | Dₛₜₛₚ (GMM) 1.726 | Dₕ 0.389 | PE(20) 1.2092981 | α 0.836 | cond(B) 9.942 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1235/5000 took 59.33s | ETA 14:41:53 | ∑L 0.026822375 | Lₜᵣ 0.026564162 | Lᵣ 0.00025821224 | Dₛₜₛₚ (GMM) 1.289 | Dₕ 0.388 | PE(20) 1.1603558 | α 0.836 | cond(B) 10.229 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1240/5000 took 60.51s | ETA 14:51:24 | ∑L 0.025834758 | Lₜᵣ 0.025576726 | Lᵣ 0.0002580325 | Dₛₜₛₚ (GMM) 1.763 | Dₕ 0.415 | PE(20) 1.1990744 | α 0.836 | cond(B) 9.948 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1245/5000 took 60.73s | ETA 14:49:43 | ∑L 0.025552938 | Lₜᵣ 0.025294706 | Lᵣ 0.00025823203 | Dₛₜₛₚ (GMM) 1.741 | Dₕ 0.375 | PE(20) 1.1700207 | α 0.837 | cond(B) 9.892 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1250/5000 took 60.32s | ETA 14:39:32 | ∑L 0.026298309 | Lₜᵣ 0.026039477 | Lᵣ 0.0002588322 | Dₛₜₛₚ (GMM) 1.907 | Dₕ 0.383 | PE(20) 1.1852858 | α 0.837 | cond(B) 10.04 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1255/5000 took 60.7s | ETA 14:39:33 | ∑L 0.026174683 | Lₜᵣ 0.025915831 | Lᵣ 0.00025885267 | Dₛₜₛₚ (GMM) 1.62 | Dₕ 0.4 | PE(20) 1.1991042 | α 0.837 | cond(B) 9.872 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1260/5000 took 59.39s | ETA 14:19:27 | ∑L 0.027801914 | Lₜᵣ 0.027542595 | Lᵣ 0.0002593202 | Dₛₜₛₚ (GMM) 1.62 | Dₕ 0.398 | PE(20) 1.1849958 | α 0.837 | cond(B) 9.948 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1265/5000 took 60.75s | ETA 14:31:28 | ∑L 0.025817836 | Lₜᵣ 0.025558589 | Lᵣ 0.00025924752 | Dₛₜₛₚ (GMM) 1.807 | Dₕ 0.4 | PE(20) 1.1806443 | α 0.837 | cond(B) 9.735 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1270/5000 took 59.42s | ETA 14:10:44 | ∑L 0.026630655 | Lₜᵣ 0.026370477 | Lᵣ 0.00026017858 | Dₛₜₛₚ (GMM) 1.651 | Dₕ 0.418 | PE(20) 1.1967286 | α 0.838 | cond(B) 10.102 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1275/5000 took 60.83s | ETA 14:23:23 | ∑L 0.026728148 | Lₜᵣ 0.026468225 | Lᵣ 0.00025992256 | Dₛₜₛₚ (GMM) 1.977 | Dₕ 0.407 | PE(20) 1.2176037 | α 0.838 | cond(B) 9.797 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1280/5000 took 59.38s | ETA 14:01:12 | ∑L 0.025653198 | Lₜᵣ 0.025392396 | Lᵣ 0.00026080132 | Dₛₜₛₚ (GMM) 1.598 | Dₕ 0.391 | PE(20) 1.1830133 | α 0.838 | cond(B) 10.114 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1285/5000 took 60.68s | ETA 14:12:33 | ∑L 0.026513953 | Lₜᵣ 0.026253559 | Lᵣ 0.0002603946 | Dₛₜₛₚ (GMM) 1.46 | Dₕ 0.384 | PE(20) 1.1843394 | α 0.838 | cond(B) 9.717 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1290/5000 took 59.55s | ETA 13:54:00 | ∑L 0.027437523 | Lₜᵣ 0.027176082 | Lᵣ 0.0002614417 | Dₛₜₛₚ (GMM) 1.724 | Dₕ 0.382 | PE(20) 1.1687269 | α 0.838 | cond(B) 10.124 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1295/5000 took 60.61s | ETA 14:02:41 | ∑L 0.023973485 | Lₜᵣ 0.023712657 | Lᵣ 0.0002608273 | Dₛₜₛₚ (GMM) 1.484 | Dₕ 0.412 | PE(20) 1.2011148 | α 0.838 | cond(B) 9.627 
